Name,Day,Date,Raid,Type,Reason,Points,Alt or 2nd Main,Class,Guild Rank,Alt,DKP Rank,Attendance Calc,Level
Nistalkin,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Magician,Raider,,Main,0.00,70
Oakwynd,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Ranger,Raider,,Main,0.00,70
Doraemon,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Rabidtiger,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Monk,Raider,,Main,0.00,70
Sarendrea,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Shadow Knight,Raider,,Main,0.00,68
Tators,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),90,,Enchanter,Raider,,Main,0.00,70
Utair,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),90,,Druid,Raider,,Main,0.00,70
Vaediin,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Enchanter,Raider,,Main,0.00,70
Vetis,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Bard,<<< Class Lead >>>,,Main,0.00,70
Wallee,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Berserker,Raider,,Main,0.00,70
Zortax,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Warrior,Raider,,Main,0.00,70
Sunniedazies,Sun,09/05/21,09/05 LDoNs,Earned,BOSS KILLS (10 each),150,,Cleric,Raider,,Main,0.00,70
Sinidan,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Glooping,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Kirynn,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Mortimus,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Patchouli,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shaman,<<< Officer >>>,,Main,0.00,70
Penelo,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Raage,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,<<< Officer >>>,,Main,0.00,70
Scylla,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Cleric,<<< Officer >>>,,Main,0.00,70
Tyrus,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Berserker,<<< Officer >>>,,Main,0.00,70
Yilumi,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Monk,Inactive,,zInactive,0.00,65
Advenia,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Monk,<<< Officer >>>,,Main,0.00,70
Boogabooga,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Fenbus,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Bard,Inactive,,zInactive,0.00,65
Rinon,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Druid,<<< Class Lead >>>,,Main,0.00,70
Silvae,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Fedsmokerr,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Wizard,Raider,,Main,0.00,70
Blitzen,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Displacer,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Bard,Raider,,Main,0.00,70
Pigglet,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Bremen,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Byggie,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Ryder,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),0,,Ranger,Raider,,Main,0.00,70
Clawdess,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Denia,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Inactive,,zInactive,0.00,65
Drae,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Flatline,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),0,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Bard,Raider,,Main,0.00,70
Glert,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Guzz,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Karalaine,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Naturalshm,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Magician,Raider,,Main,0.00,70
Oakwynd,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Doraemon,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Rabidtiger,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Monk,Raider,,Main,0.00,70
Sarendrea,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,68
Tators,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),0,,Enchanter,Raider,,Main,0.00,70
Utair,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Vaediin,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Vetis,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Bard,<<< Class Lead >>>,,Main,0.00,70
Wallee,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Berserker,Raider,,Main,0.00,70
Zortax,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Sunniedazies,Sun,09/05/21,09/05 LDoNs,Earned,CLOSEOUT (10),10,,Cleric,Raider,,Main,0.00,70
Glyphik,Sat,,09/05 Inactive DKP Removal,Spent,Inactive DKP Removal,-355,,Enchanter,Inactive,,zInactive,0.00,65
Thasumr,Sat,,09/05 Inactive DKP Removal,Spent,Inactive DKP Removal,-370,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Tsundere,Sat,,09/05 Inactive DKP Removal,Spent,Inactive DKP Removal,-20,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Oakwynd,Tue,09/07/21,09/07 Offnight Elementals,Spent,necklace of reflected flames,-55,Strummin (2nd main),Ranger,Raider,,Main,0.00,70
Silvae,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental boot mold,-205,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Oakwynd,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental vambrace mold,-10,Strummin (2nd main),Ranger,Raider,,Main,0.00,70
Krotax,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental vambrace mold,-10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Rabidtiger,Tue,09/07/21,09/07 Offnight Elementals,Spent,sable shoes of flame,-330,,Beastlord,Raider,,Main,0.00,70
Wallee,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental leather pant pattern,-285,,Berserker,Raider,,Main,0.00,70
Advenia,Tue,09/07/21,09/07 Offnight Elementals,Spent,immaculate vest of the fire tyrant,-280,Brendana (2nd main),Magician,<<< Class Lead >>>,,Main,0.00,70
Displacer,Tue,09/07/21,09/07 Offnight Elementals,Spent,earring of eternal flame,-15,,Bard,Raider,,Main,0.00,70
Bremen,Tue,09/07/21,09/07 Offnight Elementals,Spent,clawed earthcrafter's hoop,-250,,Paladin,Raider,,Main,0.00,70
Destrod,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental vambrace mold,-10,,Paladin,Inactive,,zInactive,0.00,65
Glert,Tue,09/07/21,09/07 Offnight Elementals,Spent,elemental bracer mold,-210,,Warrior,Raider,,Main,0.00,70
Advenia,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-160,,Magician,<<< Class Lead >>>,,Main,0.00,70
Albright,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-25,,Paladin,Raider,,Main,0.00,70
Baconlegs,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-90,,Monk,<<< Officer >>>,,Main,0.00,70
Baddle,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Rogue,Raider,,Main,0.00,66
Banis,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Druid,Inactive,,zInactive,0.00,61
Bipp,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-25,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-165,,Wizard,Raider,,Main,0.00,70
Blitzen,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Displacer,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-55,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-170,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Boomerbear,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-85,,Magician,Inactive,,zInactive,0.00,65
Pigglet,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-90,,Warrior,Raider,,Main,0.00,70
Bramil,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-240,,Necromancer,Raider,,Main,0.00,70
Bremen,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Paladin,Raider,,Main,0.00,70
Bueller,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Magician,<<< Officer >>>,,Main,0.00,60
Byggie,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-150,,Warrior,Raider,,Main,0.00,70
Clawdess,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-105,,Rogue,Raider,,Main,0.00,70
Curron,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-55,,Ranger,Raider,,Main,0.00,70
Denia,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-100,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-50,,Paladin,Inactive,,zInactive,0.00,65
Drae,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-95,,Paladin,Raider,,Main,0.00,70
Elynore,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-135,,Druid,Raider,,Main,0.00,70
Errol,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-60,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Essay,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-75,,Warrior,Inactive,,zInactive,0.00,65
Fenbus,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-100,,Bard,Inactive,,zInactive,0.00,65
Flatline,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-45,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,Bard,Raider,,Main,0.00,70
Sinidan,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-130,,Rogue,Raider,,Main,0.00,70
Gerou,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-85,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Glert,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-150,,Warrior,Raider,,Main,0.00,70
Glooping,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-55,,Necromancer,<<< Officer >>>,,Main,0.00,70
Guzz,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-240,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-110,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-90,,Rogue,Raider,,Main,0.00,70
Karalaine,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-155,,Druid,Raider,,Main,0.00,70
Kirynn,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-265,,Enchanter,Raider,,Main,0.00,70
Krotax,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-15,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Longpeww,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,Ranger,Raider,,Main,0.00,70
Mayfair,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-85,,Druid,Raider,,Main,0.00,70
Mitivo,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,Magician,Inactive,,zInactive,0.00,65
Mortimus,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-210,,Necromancer,<<< Officer >>>,,Main,0.00,70
Nahuri,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Bard,Raider,,Main,0.00,66
Naturalshm,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-150,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-155,,Magician,Raider,,Main,0.00,70
Patchouli,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-95,,Shaman,<<< Officer >>>,,Main,0.00,70
Penelo,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-230,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Oakwynd,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-65,,Ranger,Raider,,Main,0.00,70
Doraemon,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-115,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Raage,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-80,,Warrior,<<< Officer >>>,,Main,0.00,70
Rabidtiger,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-25,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-200,,Monk,Raider,,Main,0.00,70
Rayearth,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Ranger,Inactive,,zInactive,0.00,61
Renab,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-285,,Ranger,Raider,,Main,0.00,70
Rinon,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-35,,Druid,<<< Class Lead >>>,,Main,0.00,70
Ryder,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-10,,Ranger,Raider,,Main,0.00,70
Sacristan,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-80,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Sarendrea,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-55,,Shadow Knight,Raider,,Main,0.00,68
Scylla,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-40,,Cleric,<<< Officer >>>,,Main,0.00,70
Shamash,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-65,,Warrior,Inactive,,zInactive,0.00,65
Silvae,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-75,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Sitoknight,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-45,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Snwo,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-35,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Talimat,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Wizard,<<< Officer >>>,,Main,0.00,62
Tators,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-95,,Enchanter,Raider,,Main,0.00,70
Thunndar,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Enchanter,Inactive,,zInactive,0.00,60
Tomdar,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-80,,Cleric,Raider,,Main,0.00,70
Trystyl,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-140,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Tyrus,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-215,,Berserker,<<< Officer >>>,,Main,0.00,70
Utair,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-95,,Druid,Raider,,Main,0.00,70
Vaediin,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-140,,Enchanter,Raider,,Main,0.00,70
Vetis,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-75,,Bard,<<< Class Lead >>>,,Main,0.00,70
Ublala,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,Berserker,Raider,,Main,0.00,70
Voltha,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-300,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Wallee,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-30,,Berserker,Raider,,Main,0.00,70
Wilin,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Druid,Member,,Main,0.00,61
Wufang,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-45,,Monk,Raider,,Main,0.00,70
Xarielx,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-65,,Wizard,Raider,,Main,0.00,70
Yilumi,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-30,,Monk,Inactive,,zInactive,0.00,65
Yzzy,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-245,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Trueshots,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-85,,Ranger,Raider,,Main,0.00,70
Zortax,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-195,,Warrior,Raider,,Main,0.00,70
Zynite,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Enchanter,Inactive,,zInactive,0.00,56
Froddo,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-30,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Sunniedazies,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-25,,Cleric,Raider,,Main,0.00,70
Amanar,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Blazay,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-75,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Claud,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-70,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Genexis,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-75,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Glyphik,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Enchanter,Inactive,,zInactive,0.00,65
Kebabura,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-45,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Nastynate,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,-30,,Shadow Knight,Raider,,Main,0.00,70
Marinee,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,Shadow Knight,Raider,,Main,0.00,70
Tsundere,Sat,,09/10 DKP Decay,Spent,10% WEEKLY DKP DECAY,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,wand of the vortex,-210,,Necromancer,Raider,,Main,0.00,70
Oakwynd,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,cloak of ferocity,-60,Struummin (2nd main),Ranger,Raider,,Main,0.00,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,girdle of restoration,-205,,Warrior,Raider,,Main,0.00,70
Silvae,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,hoop of the enlightened,-515,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,gauntlets of disruption,-60,,Paladin,Inactive,,zInactive,0.00,65
Boogabooga,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,dagger of distraction,-15,Ooggabooga (2nd main),Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Glooping,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,protective sleeves,-155,,Necromancer,<<< Officer >>>,,Main,0.00,70
Ryder,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,dagger of distraction,-15,,Ranger,Raider,,Main,0.00,70
Sarendrea,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,elemental greaves mold,-355,,Shadow Knight,Raider,,Main,0.00,68
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,fiery crystal guard,-385,,Warrior,Raider,,Main,0.00,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,pauldrons of purity,-80,,Bard,Raider,,Main,0.00,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,cape of endless torment,-110,,Druid,Raider,,Main,0.00,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,cape of endless torment,-110,,Cleric,Raider,,Main,0.00,70
Baconlegs,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,"vanazir, dreamer's despair",-55,,Monk,<<< Officer >>>,,Main,0.00,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,edge of eternity,-205,,Rogue,Raider,,Main,0.00,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,girdle of intense durability,-230,,Cleric,Raider,,Main,0.00,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,gloves of the unseen,-155,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,band of prismatic focus,-315,,Rogue,Raider,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,serpent of vindication,-15,,Enchanter,Raider,,Main,0.00,70
Greyvvolf,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,winged storm boots,-10,,Ranger,<<< Class Lead >>>,,Main,0.00,70
Renab,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,bow of the tempest,-520,,Ranger,Raider,,Main,0.00,70
Naturalshm,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,temporal chainmail sleeves,-30,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,wand of temporal power,-75,,Magician,Raider,,Main,0.00,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,earring of unseen horrors,-345,,Cleric,Raider,,Main,0.00,70
Wallee,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,staff of transcendence,-130,,Berserker,Raider,,Main,0.00,70
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,timestone adorned ring,-355,,Paladin,Inactive,,zInactive,0.00,65
Trystyl,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,celestial cloak,-405,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,celestial cloak,-405,,Bard,Raider,,Main,0.00,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,eye of dreams,-405,,Necromancer,Raider,,Main,0.00,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,band of primodial energy,-505,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,pauldrons of devastation,-205,,Warrior,Raider,,Main,0.00,70
Flatline,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,ring of thunderous forces,-155,,Necromancer,Raider,,Main,0.00,70
Patchouli,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,mantle of pure spirit,-305,,Shaman,<<< Officer >>>,,Main,0.00,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,mantle of pure spirit,-305,,Druid,Raider,,Main,0.00,70
